title,subject
Imogene's Antlers,"Children's fiction,Emotions, fiction,Self-acceptance, fiction,Humorous stories,Children's stories, American,Fiction,Picture books,Social Situations - General,Children: Kindergarten,Children's Books/Ages 4-8 Fiction,Wit and humor,Social Issues - General,Juvenile Fiction / General,Children's 4-8 - Picturebooks,Antlers,Girls,Greenville Schools Accelerated Reader (2.6),Oak Hall Episcopal School Accelerated Reader (3.3),New experience,Fantasy & magic,Hispanic & latino,English & college success -> english -> juvenile fiction"
Curious George,"Monkeys,Curious George (Fictitious character),Readers,Spanish language,Fiction,Monos,Spanish language materials,Giraffe,Big books,Bilingual,Juvenile fiction,Novela,Ficción juvenil,Curiosity,Children's fiction,Monkeys, fiction,Picture books,Curious george (fictitious character), fiction,Giraffes, fiction,Stories,Spanish language, textbooks for children,Bilingual books, spanish-english,Folklore"
Badger's Parting Gifts,"Somali language materials,Death,Animals,Tejones,Children's stories, English,Ficción juvenil,Fiction,Chinese language materials,Children's stories, Vietnamese,Bilingual,Animales,Badgers,Children's fiction,Badgers, fiction,England, fiction,Death, fiction,Animals, fiction,Picture books,Picture books for children,Large type books"
Bread and jam for Frances,"Fiction,Food habits,Badgers,Frances (Fictitious character : Hoban),Easy reading materials,Spanish language materials,Juvenile fiction,Badgers -- Fiction,Food habits -- Fiction,Children: Babies Toddlers,Children's fiction,Badgers, fiction,Food habits, fiction,Picture books,Food, fiction,Palmyra Church of the Brethren,Jam,Bread,Tejones,Novela,Hábitos alimenticios,Materiales en español,Spanish language,Reading materials,Alimentos,Tejons,Materiales lectura en idioma espanol,Animals, fiction"
First Thousand Words in French,"French language,Vocabulary,Juvenile literature,French,Languages,French language, juvenile literature,Picture books,French language, study and teaching,French language, vocabulary"
Balloon,"Children: Grades 3-4,Mother and child,Juvenile fiction,Bears,Teddy bears,Fiction,Sick,Mothers and sons,Helping behavior,Day,Jour,Romans, nouvelles, etc. pour la jeunesse,Ours,Mathematics, study and teaching,Mathematics,Toy and movable books,Animals, pictorial works,Cats, pictorial works,Games, juvenile literature,Games,Educational games,Writing,Coloring books,Counting, juvenile literature,Counting books,Children's fiction,Bears, fiction,Tree houses,Building,Friendship, fiction,Size perception, juvenile literature,Size and shape,Family life, fiction,Snow, fiction,Animals, juvenile literature,Animals,Picture books"
Stick Man,"Fiction,Stories in rhyme,Twigs,Christmas,Santa Claus,Children's fiction,Picture books,Toy and movable books,Santa claus, fiction,Christmas, fiction,Fathers,Children's stories, English,Families,Juvenile fiction,Readers (primary),Trees,Voyages and travels,Arbres,Romans, nouvelles, etc. pour la jeunesse,Rameaux,Voyages"
Balloon,"Counting,Juvenile literature,Mice,Vocabulary,Fiction,Cats,English language,Synonyms and antonyms,Color,Colors,Short stories,Play,Children's stories, American,Picture books for children,Picture books,Toy and movable books,Children's fiction,Cats, fiction,Mice, fiction,Number concept, juvenile literature,Number concept,Dolls, fiction,Sleep, fiction"
Ask Mr. Bear,"Animals,Picture books,Bears,Birthdays,Fiction,Chidren's literature,Cumulative books,Specimens,Juvenile fiction,Bears -- Juvenile fiction,Birthdays, fiction,Bears, fiction,Children's fiction,Animals, fiction"
Mog and the Baby,"Children's fiction,Infants, fiction,Cats, fiction,Children's stories,Pictorial works,Juvenile fiction,Cats,Katze,Säugling,Picture books"
Oliver Button is a Sissy,"Fiction,Sex role,Dance,Juvenile fiction,Gay boys,Boys, fiction,Children's fiction,Boys & Men,Dance, fiction,Rol sexual,Ficción juvenil,Danza,Sex role, fiction,Picture books,Schools, fiction,Dance--juvenile fiction,Sex role--juvenile fiction,Dance--fiction,Sex role--fiction,Pz7.d439 ol,[e]"
Mog's Christmas,"Children's fiction,Cats, fiction,Christmas, fiction,Children's stories,Fiction,Cats,Christmas,Large type books,Child and youth fiction,Picture books,Toy and movable books"
Brave Irene,"Blizzards,Juvenile fiction,Fiction,Picture books,Children's fiction,Girls, fiction,Storms, fiction,Blind,Courage,Books and reading,Snow, fiction,Spanish language materials"
The Christmas Miracle of Jonathan Toomey,"Fiction,Wood carving,Friendship,Christmas,Bereavement,Juvenile fiction,Crèches (Nativity scenes),Children's fiction,Friendship, fiction,Christmas, fiction,Artists, fiction,Picture books,Magic, fiction,Widows, fiction,Conduct of life, fiction"
Drummer Hoff,"Children's songs,Children's stories,Easy books,English Folk songs,Folk songs,Folklore,Juvenile fiction,Picture books,Soldiers,Texts,Children's poetry,Nursery rhymes,Children's fiction,Boys, fiction,Caldecott Medal,Caldecott medal book,Board books,Cumulative tales,On board pages,collectionID:caldecott60,award:Caldecott_award,lexile_code:NP,age:min:1,age:max:5,grade:min:Preschool,grade:max:3"
Matthew's Dream,"Fiction,Museums,Mice,Dreams,Artists,Juvenile fiction,Children's fiction,Boys, fiction,Artists, fiction,Picture books,Spanish language,Souris,Romans, nouvelles, etc. pour la jeunesse,Artistes,Musées,Espagnol (Langue),Ratones,Novela juvenil,Artistas,Museos,Materiales en español"
Jumanji,"Play,Juvenile fiction,Fiction,Games,Jungle animals,Brothers and sisters,Success,Adventure and adventurers,Board games,Diligence,Children's literature,Fantasy,Dangerous animals,Dice,Picture books,Jeu,Romans, nouvelles, etc. pour la jeunesse,Juvenile literature,Jeux,Caldecott Medal,Children's fiction,Adventure and adventurers, fiction,Fantasy fiction,collectionID:caldecott80,award:Caldecott_award,Pictorial works,lexile:620,lexile_range:601-700,lexile_code:AD,age:min:6,age:max:9,grade:min:1,grade:max:4"
Franklin's blanket,"Turtles,Blankets,Juvenile fiction,Fiction,Livres d'images pour enfants,Benjamin (Personnage fictif : Bourgeois),Security (Psychology),Insécurité,Romans, nouvelles, etc. pour la jeunesse,Picture books for children,Franklin (Fictitious character : Bourgeois),Couvertures (Literie),Children's fiction,Franklin (fictitious character : bourgeois), fiction,Turtles, fiction,Sleep, fiction,Readers,Juvenile literature,English language,Study and teaching (Kindergarten),Security (Psychology) in children,Language arts,Tortugas,Spanish language materials,Ficción juvenil,Mantas,Franklin (Personaje literario : Bourgeois),Picture books"
Räven och tomten,"Children's fiction,Foxes, fiction,Children's literature, Swedish,Trolls,Foxes,Fiction,Gnomes,Tomtens,Juvenile fiction,Domestic animals,Winter,Gnomos,Spanish language materials,Ficción juvenil,Invierno,Picture books,Sweden, fiction,Fantasy fiction"
Yertle the turtle,"Stories in rhyme,Juvenile literature,Children's stories,Children's poetry,Turtles,Children's stories, American,Turtles in fiction,Spanish language materials,Translations into Spanish,Jealousy,Poetry,Jealousy in fiction,Fiction,Pride and vanity in fiction,Pride and vanity,Short stories,Juvenile fiction,Picture books,Animals,Fantasy,Juvenile poetry,Tail,Boastfulness in literature,Birds,Children's fiction,Turtles, fiction,Child and youth fiction"
Madeline and the bad hat,"Juvenile fiction,Stories in rhyme,Picture books,Friendship,Madeline <Fictitious character>,Picture books for children,Animal welfare,Juvenile literature,Pictorial works,Madeline (Fictitious character),Fiction,Children's fiction,Madeline (fictitious character), fiction,France, fiction,Paris (france), fiction,Orphans, fiction,Neighbors,Conduct of life,Cruelty,Fathers and sons,Practical jokes,Ambassadors,Children"
The Foot Book,"Toy and movable books,Children's stories, American,Board books,Fiction,Stories in rhyme,Foot,Specimens,Juvenile fiction,picture books,Children's Books/Baby-Preschool,Children's fiction,Polarity,English language,Picture books,Synonyms and antonyms,Classics,Concepts,Body,Opposites,Polarity, fiction,Fantasy"
The Giving Tree,"Children's poetry, American,Fiction,Humorous poetry,Juvenile fiction,Latin language materials,Trees,Generosity,Boys,Love,Sacrifice,Arboles,Ficción juvenil,Life,Classics,Accelerated Reader 1.6.,Family,Multigenerational,Social Themes,Emotions & Feelings,Picture books for children,Children's fiction,Trees, fiction,Emotions, fiction,Picture books,Love stories,Modern Literature,Mental Healing"
The golden egg book,"Ducks,Eggs,Fiction,French language materials,Rabbits,Juvenile fiction,Animals,JUVENILE FICTION / Interactive Adventures,Children's fiction,Eggs, fiction,Rabbits, fiction,Ducks, fiction,Little Golden Book,The Golden Egg Book,Bunny,Duck,Jumping,Rolling,Running,Throwing,Resting,Picture books"
1001 Things to Spot on the Farm,"Puzzles,Juvenile literature,Picture books,Farms,Counting,Pictorial works,Picture puzzles,Puzzles, juvenile literature,Farms, juvenile literature,Spanish language materials,Jeux d'observation,Welsh language,Readers"
The Swirling Hijaab,"hijab,hijaab,children's fiction,juvenile fiction,bilingualism,picture book,picture books,Islam,Muslim faith,Persian language materials,Muslim girls,Costume,Bilingual,Fiction,Arabic language materials,Costume -- Fiction.,Arabic language materials -- Bilingual.,Islamic clothing and dress,Women's clothing,Imagination,Portuguese language materials,Mother and child,Muslims, fiction,Clothing and dress, fiction,Children's fiction,Juvenile fiction,Pushtu language materials,Malay language materials,Hijab (Islamic clothing),Pictorial works"
The Incredible Book Eating Boy,"Food habits,Hábitos alimenticios,Ficción juvenil,Libros,Books,Juvenile fiction,Books and reading,Humorous stories,Fiction,Eating customs,Picture books for children,Children's fiction,Senses and sensation, fiction,Food, fiction,Books, fiction,Hunger,Pictorial works,Picture books,Food habits, fiction,Child and youth fiction"
Pete's a Pizza,"Children's fiction,Play,Indoor games,Juvenile fiction,Fiction,Parent and child,Pizza,Parent and child in fiction,Indoor games in fiction,Pizza in fiction,Play in fiction,Pictorial works,Parent and child, fiction,Play, fiction,Food, fiction,Picture books,Games,Parents et enfants,Romans, nouvelles, etc. pour la jeunesse,Jeux,Jeu"
It's Mine,"Animals,Fiction,Jungle animals,Juvenile fiction,Picture puzzles,Toy and movable books,Children's fiction,Jungle animals, fiction,Picture books,Board books,Pop-up books,Specimens,Faune de la jungle,Romans, nouvelles, etc. pour la jeunesse,Vietnamese language materials,Bilingual,Picture books for children,Children's literature"
Best friends for Frances,"Fiction,Badgers,Brothers and sisters,Juvenile fiction,Frances (Fictitious character),Friendship,Pictorial works,Children's stories,Children: Grades 1-2,Children's fiction,Badgers, fiction,Picture books,Friendship, fiction"
Hector Protector and As I Went Over the Water,"Nursery rhymes,Picture books for children,Picture books,American Nursery rhymes,Nursery rhymes, American,Children's fiction,Dogs, fiction,Kings and rulers,Juvenile poetry,Blackbirds,Juvenile Wit and humor,Children's stories, American"
The secret birthday message,"Toy and movable books,Juvenile fiction,Birthdays,Fiction,Specimens,Children's fiction,Birthdays, fiction,Children's stories,Children: Babies Toddlers,Picture books,China, fiction,Fiction, general,Juvenile literature"
James the red engine,"Fiction,Short stories,Children's stories, English,Railroads,Trains,Railroad trains,Children's fiction,Picture books,Pictorial works,Juvenile fiction"
Caps for Sale,"Peddlers and peddling,Juvenile fiction,Monkeys,Blind,Books and reading,Peddlers,Hats,Children: Kindergarten,folk tales,picture books,Children's fiction,Monkeys, fiction,Hats, fiction,Peddlers and peddling, fiction"
Home for a Bunny,"Children's fiction,Rabbits, fiction,Home, fiction,Rabbits,Fiction,Animals,Habitations,Juvenile fiction,Short stories,Picture books,Spanish language materials,Ficción juvenil,Conejos,Animales,Moradas,Toy and movable books,Board books"
"Go, Dog. Go!","P.D. Eastman,Go,Dog. Go!,Transportation,Picture books,Juvenile fiction,Rhymes,Word recognition,Dogs,Novela juvenil,Stories in rhyme,Spanish language materials,Fiction,Juvenile literature,Perros,Children's fiction,Dogs, fiction,Readers,Travel, fiction,Transportation, fiction,Boys, fiction"
The Little Engine That Could,"Determination (Personality trait),Toys,Juvenile fiction,Railroad trains,Board books,Locomotives,Fiction,Children's fiction,Toy and movable books,Picture books"
Nana Upstairs & Nana Downstairs,"Fiction,Grandmothers,Death,Great-grandmothers,Old age,Juvenile fiction,Children and death,Grief for young children,Death, fiction,Grandparents, fiction,Old age, fiction,Picture books,Children's fiction,Children: Grades 1-2,Abuelas,Novela juvenil,Vejez,Muerte,New york (n.y.), fiction,Schools, fiction"
Oxford Picture Dictionary,"English language, dictionaries,English language, dictionaries, juvenile,Picture dictionaries,English language, textbooks for foreign speakers,English language, dictionaries, creole dialects, french, haiti,English language, dictionaries, chinese,English language, dictionaries, urdu,Vocabulary,Vocabulary, juvenile literature,Picture books,Chinese language, dictionaries,Picture dictionaries, English,English language -- Textbooks for foreign speakers,English language -- Textbooks for second language learners,Dictionnaires illustrés anglais,Anglais (Langue) -- Manuels pour allophones"
Morgan and Me,"Fiction,Procrastination,Princesses,Spanish language,Spanish language books,Readers,Juvenile fiction,Unicorns,Picture books,Children: Grades 2-3,Human behavior,Children's fiction,Fantasy fiction,Animals, fiction,Princesses, fiction,Unicorns, fiction,Picture books for children"
Oh Dear!,"Toy and movable books,Children's stories, English,Fiction,Farm life in fiction,Farm life,Specimens,Domestic animals,Lift-the-flap books,Children's picture books,Domestic animals, fiction,Children's fiction,Farm life, fiction,Picture books"
Realization Technology (Realization),"Tools,Juvenile literature,Simple machines,Children's fiction,Tools, fiction,Picture books,Islands, fiction"
The Enormous Egg,"Eggs,Triceratops,Fiction,Dinosaurs,Children's stories,Juvenile fiction,Children: Grades 3-4,Children's fiction,Eggs, fiction,Language arts (Elementary),Reading (Elementary),Fishing,Uncles,Sled dog racing,Barbers,African Americans,Chickens,Incubation,Wit and humor,Accelerated Reader,Food, fiction,Picture books,Large type books,Football, fiction"
The adventures of Jimmy Skunk,"Animals,Fiction,Juvenile fiction,Shunks,Skunks,Children's stories,Children's fiction,Skunks, fiction,Animals, fiction,Picture books,Picture books for children"
Peg + Cat,"Children's fiction,Cats, fiction,Automobile racing, fiction,Penguins, fiction,Adventure and adventurers, fiction,Fasts and feasts, fiction,Islam, fiction,Sleepovers, fiction,Picture books,Food, fiction"
